B10:12;R2:8;G6:11;Y14:7;GOAL=Y1:2;6;9;6;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=R1:12;7;105;7;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=B3:6;8;121;8;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=B3:9;4;1;4;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=G4:14;4;1;4;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=R5:4;6;7;6;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=Y5:10;5;1;5;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=G6:1;5;1;5;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=Y9:3;7;46;7;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=B9:10;5;6;5;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=R11:1;5;1;5;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=Y11:9;3;0;3;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=B12:6;6;12;6;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=G12:14;5;2;5;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=G14:2;5;5;5;true;true
B10:12;R2:8;G6:11;Y14:7;GOAL=R14:13;8;10;8;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=Y1:2;6;5;6;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=R1:12;7;23;7;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=B3:6;12;449;12;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=B3:9;7;6;7;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=G4:14;5;1;5;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=R5:4;5;0;5;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=Y5:10;7;1;7;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=G6:1;5;1;5;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=Y9:3;9;16;9;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=B9:10;8;37;8;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=R11:1;7;4;7;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=Y11:9;6;0;6;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=B12:6;5;0;5;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=G12:14;8;23;8;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=G14:2;6;2;6;true;true
B8:9;R2:9;G6:2;Y0:15;GOAL=R14:13;10;33;10;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=Y1:2;5;2;5;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=R1:12;6;6;6;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=B3:6;8;97;8;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=B3:9;3;0;3;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=G4:14;6;2;6;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=R5:4;5;1;5;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=Y5:10;8;84;8;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=G6:1;8;10;8;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=Y9:3;7;10;7;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=B9:10;5;0;5;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=R11:1;2;0;2;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=Y11:9;7;57;7;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=B12:6;6;6;6;true;true
B9:5;R6:9;G14:12;Y4:1;GOAL=G12:14;7;32;7;true;true
